H2-IAb,H2-IAd,HLA-DPB1_0201,HLA-DQB1_0302,HLA-DQB1_0602 ,HLA-DRB1_0101,HLA-DRB1_0301,HLA-DRB1_0401,HLA-DRB1_0404,HLA-DRB1_0405,HLA-DRB1_0701,HLA-DRB1_0802,HLA-DRB1_0901,HLA-DRB1_1001,HLA-DRB1_1101,HLA-DRB1_1301,HLA-DRB1_1501,HLA-DRB3_0101,HLA-DRB3_0202,HLA-DRB4_0101
,,,,,0.563996,0.279804,0.292289,0.710261,0.311015,0.479585,0.42371,0.550881,0.58615,0.692194,,0.566575,0.359202,,0.568604
,,,,,0.698464,0.467871,0.387988,0.536959,0.664466,0.607381,0.506398,0.405023,0.816562,0.521839,,0.57565,0.204797,,0.585929
,,,,,0.663909,0.457421,0.326406,0.66527,0.734748,0.78899,0.562426,0.677329,0.745623,0.554762,,0.625142,0.200439,,0.610589
,,,,,0.680578,0.585166,0.292157,0.690848,0.483263,0.791548,0.471633,0.550953,0.629666,0.544901,,0.679624,0.511915,,0.515054
,,,,,0.658078,0.378274,0.26574,0.60138,0.575323,0.749996,0.474268,0.568243,0.475104,0.650709,,0.624016,0.336015,,0.608877
,,,,,0.602646,0.361193,0.41078,0.559094,0.422924,0.619743,0.601473,0.647824,0.705,0.68683,,0.591504,0.631629,,0.622111
,,,,,0.548823,0.418671,0.399512,0.591292,0.532177,0.624403,0.502908,0.560643,0.604115,0.532672,,0.663082,0.558353,,0.626782
,,,,,0.553798,0.467641,0.425979,0.647929,0.47368,0.750059,0.429651,0.62001,0.610645,0.622284,,0.721753,0.327742,,0.711829
,,,,,0.631407,0.352054,0.312786,0.693202,0.563701,0.513226,0.736647,0.452989,0.759221,0.621151,,0.485012,0.387662,,0.60528
,,,,,0.617504,0.396392,0.499187,0.572135,0.603386,0.515813,0.585045,0.63583,0.685977,0.543037,,0.459661,0.385506,,0.592387
,,,,,0.718491,0.618373,0.509521,0.791993,0.704945,0.458598,0.422937,0.526562,0.704037,0.636956,,0.605502,0.179996,,0.642392
,,,,,0.652655,0.304806,0.270947,0.542983,0.519593,0.806518,0.507639,0.560001,0.592539,0.524113,,0.501352,0.209107,,0.459737
,,,,,0.542453,0.504467,0.235213,0.69214,0.617308,0.804509,0.63044,0.577454,0.785579,0.439556,,0.474432,0.109875,,0.45755
,,,,,0.765102,0.638681,0.665554,0.653214,0.590503,0.75837,0.548894,0.684071,0.661593,0.420118,,0.59316,0.465749,,0.624509
,,,,,0.624941,0.530572,0.529691,0.793258,0.653292,0.826315,0.466133,0.616415,0.733827,0.573415,,0.758161,0.665922,,0.650515
,,,,,0.555271,0.67773,0.609952,0.532027,0.610443,0.704013,0.460265,0.568179,0.604742,0.528168,,0.722369,0.563665,,0.609111
,,,,,0.597432,0.577958,0.484832,0.510267,0.357156,0.795825,0.474298,0.436206,0.590037,0.582038,,0.636565,0.665922,,0.605774
,,,,,0.675477,0.468717,0.367336,0.578366,0.632397,0.692233,0.637371,0.660378,0.725219,0.576225,,0.524214,0.573581,,0.61027
,,,,,0.675249,0.468059,0.497278,0.70134,0.557916,0.560834,0.461865,0.604181,0.709246,0.600011,,0.642402,,,0.551646
,,,,,0.735591,0.401936,0.409492,0.584074,0.662751,0.584165,0.473266,0.611779,0.56941,0.495169,,0.529145,,,0.554091
,,,,,0.843192,0.277974,0.368312,0.545094,0.695664,0.559859,0.394457,0.586265,0.572523,0.575302,,0.572226,,,0.598756
,,,,,0.697156,0.425247,0.759225,0.533769,0.598569,0.532947,0.391921,0.710699,0.589078,0.41813,,0.590133,,,0.509122
,,,,,0.481812,0.318223,0.469779,0.665495,0.544196,0.544989,0.66157,0.405507,0.50764,0.464433,,0.607221,,,0.60999
,,,,,0.560923,0.547781,0.609704,0.546452,0.496283,0.51718,0.511401,0.564822,0.744882,0.622882,,0.653732,,,0.565144
,,,,,0.666246,0.668431,0.515435,0.463524,0.610484,0.623355,0.529527,0.488135,0.596991,0.634168,,0.620025,,,0.48914
,,,,,0.567331,0.553384,0.491372,0.530352,0.49342,0.408059,0.503536,0.694387,0.518438,0.788057,,0.622145,,,0.48925
,,,,,0.769837,0.609092,0.484469,0.530044,0.653567,0.626918,0.493349,0.569182,0.786831,0.514333,,0.56286,,,0.60925
,,,,,0.757696,0.432982,0.491372,0.840931,0.474525,0.572067,0.486107,0.494666,0.710588,0.538895,,0.640482,,,0.441999
,,,,,0.634684,0.761224,0.503047,0.702063,0.522915,0.416367,0.453022,0.503995,0.597509,0.511814,,0.671485,,,0.539687
,,,,,0.561475,0.559341,0.369875,0.732527,0.438582,0.626456,0.437975,0.741153,0.738237,0.600807,,0.676469,,,0.535968
,,,,,0.497357,0.724773,0.633963,0.648742,0.650668,0.63857,0.435662,0.712774,0.738237,0.536592,,0.528544,,,0.651284
,,,,,0.750237,0.494858,0.51096,0.52475,0.352983,0.575285,0.529717,0.703155,0.67823,0.730086,,0.62821,,,0.658508
,,,,,0.793398,0.591767,0.575315,0.563905,0.47341,0.52854,0.429131,0.679327,0.652748,0.642528,,0.497328,,,0.557043
,,,,,0.520118,0.480751,0.482437,0.587725,0.489672,0.506233,0.496065,0.709306,0.633197,0.566499,,0.69065,,,0.62277
,,,,,0.736632,0.47308,0.583282,0.659487,0.571247,0.414401,0.514341,0.540777,0.778827,0.56898,,0.557023,,,0.593026
,,,,,0.751143,0.702076,0.454142,0.606147,0.568424,0.598402,0.598085,0.717532,0.626042,0.573022,,0.636222,,,0.495383
,,,,,0.768504,0.569933,0.611039,0.438068,0.725244,0.559528,0.653152,0.804967,0.53081,0.746877,,0.655412,,,0.494344
,,,,,0.712209,0.53515,0.562848,0.568345,0.602213,0.550587,0.769334,0.671354,0.808004,0.752622,,0.723899,,,0.535344
,,,,,0.661842,0.622309,0.539621,0.547244,0.600584,0.562765,0.55982,0.473885,0.526713,0.708957,,0.670079,,,0.350237
,,,,,0.625435,0.574527,0.66928,0.698687,0.548513,0.583595,0.52311,0.618414,0.629565,0.514594,,0.654247,,,0.578688
,,,,,0.58052,0.452315,0.534068,0.600808,0.616269,0.825389,0.465572,0.601286,0.509192,0.724739,,0.70996,,,0.503389
,,,,,0.585521,0.617912,0.579794,0.541588,0.726848,0.550919,0.50121,0.797898,0.662902,0.64646,,0.588591,,,0.491498
,,,,,0.584487,0.611223,0.563043,0.507022,0.66147,0.703938,0.350069,0.544567,0.749504,0.707228,,0.537626,,,0.537021
,,,,,0.334856,0.502545,0.587176,0.601991,0.554826,0.641196,0.52645,0.7284,0.567969,0.447648,,0.630472,,,0.433994
,,,,,0.736232,0.681132,0.379133,0.558931,0.638609,0.623432,0.585769,0.51922,0.571658,0.66357,,0.554811,,,0.46828
,,,,,0.586011,0.348429,0.65586,0.416614,0.625759,0.656444,0.545628,0.811533,0.70789,0.599256,,0.456199,,,0.342989
,,,,,0.495984,0.568276,0.545671,0.485183,0.592222,0.602448,0.526267,0.669992,0.755292,0.563414,,0.446382,,,0.515067
,,,,,0.644645,0.443852,0.512826,0.419774,0.494958,0.520832,0.488431,0.680358,0.754512,0.743774,,0.630169,,,0.542092
,,,,,0.586458,0.695798,0.503791,0.661785,0.555,0.322249,0.630923,0.454399,0.619798,0.706083,,0.465379,,,0.474856
,,,,,0.858074,0.517335,0.653561,0.67064,0.570894,0.493936,0.505167,0.60324,0.303632,0.613329,,0.651817,,,0.346027
,,,,,0.709731,0.426715,0.545377,0.531893,0.625077,0.543122,0.495462,0.519531,0.590374,0.678459,,0.495506,,,0.291524
,,,,,0.420118,0.653481,0.670372,0.707321,0.559693,0.582771,0.466454,0.659688,0.816434,0.50461,,0.610202,,,0.303894
,,,,,0.451813,0.396161,0.197786,0.411388,0.71983,0.664232,0.599758,0.522333,0.455424,0.492449,,0.535593,,,0.398214
,,,,,0.767618,0.570456,0.511695,0.577899,0.544829,0.472603,0.485594,0.564887,,0.461514,,0.619234,,,0.455531
,,,,,0.711029,0.534937,0.557305,0.702001,0.455977,0.545254,0.309564,0.464383,,0.644197,,0.64974,,,0.514614
,,,,,0.532418,0.492007,0.491308,0.633541,0.478987,0.220811,0.672821,0.614299,,0.427374,,0.59464,,,0.360698
,,,,,0.443136,0.524337,0.467556,0.447256,0.444208,0.783675,0.643596,0.582458,,0.540063,,0.613994,,,0.323713
,,,,,0.600848,0.563998,0.536596,0.581966,0.436605,0.744278,0.511428,0.583643,,0.474463,,0.546734,,,0.475099
,,,,,0.560883,0.605773,0.470148,0.637766,0.529786,0.560578,0.530024,0.496214,,0.425448,,0.624535,,,0.357325
,,,,,0.543508,0.659945,0.463541,0.567595,0.569531,0.466417,0.592507,0.409713,,0.620018,,0.654842,,,0.542421
,,,,,0.586969,0.610282,0.66747,0.604017,0.468193,0.554195,0.645513,0.566584,,0.681672,,0.506515,,,0.579248
,,,,,0.536226,0.426218,0.41514,0.736372,0.537246,0.467423,0.421971,0.67423,,0.665673,,0.633202,,,0.588543
,,,,,0.728414,0.507168,0.452959,0.667709,0.534042,0.629644,0.583355,0.560561,,0.518637,,0.671119,,,0.477116
,,,,,0.788026,0.610761,0.590359,0.525771,0.49133,0.754054,0.497793,0.598612,,0.671285,,0.483422,,,0.559098
,,,,,0.535725,0.590149,0.442417,0.650927,0.610885,0.474237,0.527577,0.635591,,0.647782,,0.52318,,,0.460248
,,,,,0.583754,0.462858,0.475475,0.557984,0.529567,0.50526,0.60787,0.579586,,0.588703,,0.580408,,,0.470766
,,,,,0.732644,0.61939,0.459331,0.611242,0.524069,0.609567,0.753004,0.609043,,0.560967,,0.530269,,,0.394002
,,,,,0.88915,0.641497,0.572069,0.569933,0.569966,0.597277,0.629462,0.402193,,0.484725,,0.42309,,,0.678485
,,,,,0.887246,0.704802,0.504962,0.711819,0.563261,0.576943,0.608297,0.534504,,0.391536,,0.55824,,,0.642823
,,,,,0.811718,0.691023,0.58452,0.413895,0.520784,0.58397,0.456368,0.545896,,0.665124,,0.581239,,,0.530874
,,,,,0.788268,0.627903,0.534389,0.52488,0.499677,0.773369,0.69785,0.650834,,0.468827,,0.559715,,,0.502316
,,,,,0.692907,0.526902,0.659145,0.554128,0.676351,0.518744,0.770676,0.619218,,0.697061,,0.58227,,,0.497081
,,,,,0.732755,0.702698,0.50382,0.664204,0.724515,0.811028,0.700708,0.563551,,0.514047,,0.651003,,,0.493593
,,,,,0.594788,0.418155,0.503821,0.584648,0.467256,0.655979,0.388859,0.728421,,0.666693,,0.460798,,,0.46075
,,,,,0.594011,0.63753,0.59799,0.527916,0.388553,0.719026,0.674284,0.616438,,0.379717,,0.545698,,,0.528919
,,,,,0.527033,0.635691,0.563625,0.505129,0.66202,0.615978,0.685308,0.747286,,0.582306,,0.743478,,,0.507803
,,,,,0.563488,0.591175,0.658884,0.378095,0.522953,0.565894,0.622016,0.505564,,0.513723,,0.486524,,,0.390395
,,,,,0.481099,0.440587,0.64951,0.301737,0.670278,0.649401,0.753987,0.545656,,0.398775,,0.564653,,,0.527392
,,,,,0.690352,0.630051,0.515047,0.31375,0.52032,0.640312,0.676534,0.536803,,0.544559,,0.539876,,,0.707141
,,,,,0.696273,0.613909,0.559849,0.40087,0.525547,0.589114,0.652015,0.640036,,0.537539,,0.486626,,,0.526803
,,,,,0.609242,0.687895,0.62629,0.32016,0.685666,0.554232,0.734823,0.519622,,0.684999,,0.594303,,,0.472385
,,,,,0.644571,0.691355,0.476087,0.454564,0.550275,0.593099,0.684426,0.627133,,0.532571,,0.525226,,,0.560662
,,,,,0.696988,0.534142,0.503928,0.283421,0.645785,0.672183,0.504677,0.555007,,0.624133,,0.460205,,,0.500348
,,,,,0.791075,0.43129,0.5671,0.419146,0.761028,0.676934,0.603425,0.58653,,0.605585,,0.565733,,,0.658487
,,,,,0.764665,0.54032,0.374481,0.637332,0.454024,0.797568,0.502744,0.773478,,0.494924,,0.600365,,,0.507889
,,,,,0.566559,0.710762,0.600087,0.273214,0.633669,0.628984,0.311234,0.532802,,0.609002,,0.50117,,,0.43103
,,,,,0.778749,0.706677,0.532433,0.70022,0.584,0.597539,0.273337,0.609575,,0.598068,,0.586546,,,0.607797
,,,,,0.495355,0.558143,0.638759,0.472096,0.516046,0.444715,0.465203,0.65594,,0.380676,,0.61167,,,0.49234
,,,,,0.773341,0.485813,0.484155,0.387368,0.585439,0.606389,0.511311,0.693311,,0.323127,,0.579157,,,0.612912
,,,,,0.514434,0.427488,0.473561,0.369308,0.609172,0.63603,0.516201,0.558597,,0.523125,,0.610354,,,0.483804
,,,,,0.622695,0.435647,0.536305,0.428853,0.660822,0.501296,0.625336,0.655168,,0.478521,,0.633262,,,0.427179
,,,,,0.785791,0.621885,0.54789,0.677474,0.585654,0.651263,0.567317,0.325555,,0.640673,,0.579339,,,0.416024
,,,,,0.586052,0.593842,0.517525,0.40416,0.506024,0.628248,0.477513,0.613901,,0.520412,,0.630205,,,0.531554
,,,,,0.498806,0.479254,0.605005,0.67212,0.596077,0.728772,0.371226,0.615042,,0.658894,,0.604829,,,0.504457
,,,,,0.66393,0.668977,0.489908,0.392475,0.611,0.415283,0.414801,0.599466,,0.446344,,0.747117,,,0.485153
,,,,,0.671433,0.450709,0.59829,0.464682,0.732502,0.640788,0.292054,0.521411,,0.545436,,0.659805,,,0.433405
,,,,,0.70517,0.528503,0.696308,0.514075,0.577053,0.565259,0.473025,0.662749,,0.519032,,0.686934,,,0.355591
,,,,,0.495655,0.584492,0.518694,0.527835,0.728462,0.762144,0.468551,0.459721,,0.591225,,0.656195,,,0.288047
,,,,,0.782675,0.347092,0.570879,0.609993,0.647124,0.692397,0.349445,0.617119,,0.688013,,0.765207,,,0.422967
,,,,,0.751113,0.698713,0.72775,0.663641,0.611746,0.654255,0.493158,0.656572,,0.582292,,0.575796,,,0.417462
,,,,,0.669689,0.574517,0.46415,0.609859,0.682047,0.697017,0.381774,0.599906,,0.633426,,0.495206,,,0.593464
,,,,,0.691533,0.454649,0.502883,0.535461,0.522074,0.817738,0.617245,0.568603,,0.568056,,0.506995,,,0.571303
,,,,,0.601359,0.524683,0.544694,0.556699,0.613538,0.621823,0.529736,0.55322,,0.328561,,0.451597,,,0.447312
,,,,,0.650176,0.582837,0.595017,0.541014,0.466935,0.551737,0.509045,0.497078,,0.570752,,0.579754,,,0.443011
,,,,,0.778574,0.621459,0.487735,0.629514,0.430394,0.785609,0.408748,0.59759,,0.559667,,0.645788,,,0.524637
,,,,,0.822344,0.725928,0.538806,0.558571,0.555749,0.416434,0.560323,0.722054,,0.502888,,0.570528,,,0.540649
,,,,,0.815202,0.695716,0.539015,0.511712,0.606535,0.602135,0.558277,0.548692,,0.505449,,0.588333,,,0.577146
,,,,,0.697513,0.66071,0.62152,0.575706,0.578572,0.474621,0.541347,0.663576,,0.623465,,0.728173,,,0.546937
,,,,,0.485854,0.545492,0.705176,0.555936,0.685078,0.525135,0.467325,0.570238,,0.557775,,0.573416,,,0.511746
,,,,,0.585016,0.541327,0.524264,0.624938,0.446273,0.63948,0.525713,0.612239,,0.6138,,0.62748,,,0.509741
,,,,,0.700446,0.713698,0.595689,0.415846,0.628873,0.729789,0.487745,0.571209,,0.475101,,0.515759,,,0.62994
,,,,,0.62084,0.523238,0.49973,0.601808,0.641372,0.602125,0.293216,0.659495,,0.545494,,0.619603,,,0.50252
,,,,,0.539333,0.383772,0.620412,0.613272,0.433506,0.710752,0.464612,0.692286,,0.421461,,0.603821,,,0.575601
,,,,,0.735997,0.533025,0.770535,0.455908,0.465978,0.616767,0.472498,0.553062,,0.345857,,0.518134,,,0.422626
,,,,,0.703461,0.608381,0.559424,0.605834,0.560029,0.725154,0.682406,0.660662,,0.525835,,0.713903,,,0.600271
,,,,,0.675583,0.635474,0.62419,0.627804,0.319654,0.49347,0.640647,0.534648,,0.65706,,0.70349,,,0.447334
,,,,,0.615142,0.466177,0.574056,0.612691,0.713259,0.423369,0.559438,0.702119,,0.575459,,0.69157,,,0.627024
,,,,,0.752684,0.425658,0.335293,0.524188,0.603779,0.666141,0.492826,0.736959,,0.619879,,0.576752,,,0.588933
,,,,,0.799784,0.40236,0.685136,0.709404,0.607802,0.574301,0.457152,0.477193,,0.548804,,0.679944,,,0.35872
,,,,,0.738919,0.380218,0.757415,0.566214,0.453876,0.513158,0.480407,0.6171,,0.626022,,0.498009,,,0.402014
,,,,,0.709565,0.429014,0.560618,0.569653,0.642594,0.65984,0.57514,0.672548,,0.51993,,0.558385,,,0.449795
,,,,,0.608722,0.407007,0.421157,0.318794,0.466333,0.576385,0.421687,0.629976,,0.524609,,0.715825,,,0.544424
,,,,,0.656004,0.473296,0.708082,0.659962,0.534185,0.600161,0.514284,0.69715,,0.735032,,0.58196,,,0.612192
,,,,,0.583331,0.377542,0.679035,0.537237,0.513725,0.71612,0.435089,0.750243,,0.588602,,0.66415,,,0.554214
,,,,,0.596853,0.382511,0.618542,0.5706,0.461,0.707985,0.521321,0.679013,,0.562269,,0.527311,,,0.410903
,,,,,0.716814,0.478083,0.499336,0.49633,0.642102,0.626672,0.580986,0.781772,,0.597911,,0.776009,,,0.462643
,,,,,0.591087,0.675943,0.609809,0.626796,0.500852,0.663437,0.402973,0.546998,,0.617852,,0.738851,,,0.553764
,,,,,0.67362,0.185892,0.597685,0.631795,0.59196,0.708762,0.493244,0.694727,,0.592476,,0.582195,,,0.460248
,,,,,0.72408,0.574804,0.689927,0.520688,0.539588,0.578515,0.473765,0.47149,,0.579494,,0.459404,,,0.504457
,,,,,0.802186,0.591927,0.218432,0.646839,0.59321,0.697778,0.438384,0.737587,,0.749737,,0.616419,,,0.579248
,,,,,0.762464,0.551881,0.41491,0.615809,0.590137,0.628433,0.497676,0.576732,,0.79169,,0.500485,,,0.49234
,,,,,0.564967,0.422594,0.454347,0.340012,0.607735,0.513784,0.456241,0.612497,,0.567679,,0.568882,,,0.493593
,,,,,0.574236,0.645903,0.50552,0.496687,0.708815,0.579897,0.461276,0.570753,,0.732664,,0.60629,,,0.500348
,,,,,0.721452,0.308236,0.548205,0.563612,0.686496,0.676444,0.375395,0.548692,,0.754521,,0.520808,,,0.571303
,,,,,0.742748,0.730277,0.521322,0.531141,0.548628,0.616222,0.35797,0.733448,,0.752039,,0.511165,,,0.288047
,,,,,0.547173,0.508435,0.559506,0.556836,0.537313,0.591249,0.360711,0.672187,,0.756934,,0.453295,,,0.531554
,,,,,0.690623,0.513708,0.500391,0.527617,0.444194,0.356073,0.350358,0.69464,,0.752935,,0.49941,,,0.507889
,,,,,0.312399,0.432251,0.499034,0.51619,0.634595,0.525666,0.565118,0.512967,,0.757913,,0.489821,,,0.526803
,,,,,0.870837,0.516694,0.529814,0.524644,0.21992,0.541952,0.482041,0.745245,,0.703502,,0.643758,,,0.433405
,,,,,0.845662,0.44478,0.54277,0.536036,0.507281,0.65244,0.378753,0.617157,,0.71824,,0.781381,,,0.530874
,,,,,0.693797,0.581407,0.472774,0.603319,0.388003,0.572939,0.501055,0.477449,,0.771624,,0.805077,,,0.470766
,,,,,0.593717,0.577393,0.613151,0.473361,0.635198,0.773918,0.488827,0.671621,,0.471787,,0.740412,,,0.528919
,,,,,0.645846,0.319665,0.694395,0.529914,0.625497,0.520634,0.530389,0.517857,,0.651546,,0.766694,,,0.477116
,,,,,0.689695,0.385893,0.721668,0.581282,0.361329,0.456742,0.47607,0.751971,,0.643455,,0.610896,,,0.527392
,,,,,0.665062,0.45447,0.507374,0.566687,0.513965,0.697616,0.458692,0.637427,,0.645144,,0.784164,,,0.678485
,,,,,0.608831,0.404396,0.640498,0.403335,0.448642,0.799635,0.410786,0.734323,,0.56219,,0.784185,,,0.43103
,,,,,0.538108,0.277127,0.403726,0.598682,0.395212,0.546529,0.517581,0.675072,,0.593546,,0.79153,,,0.507803
,,,,,0.502448,0.457832,0.544665,0.473297,0.475868,0.494907,0.473817,0.447192,,0.680816,,0.791481,,,0.483804
,,,,,0.532459,0.279507,0.49357,0.440283,0.591884,0.708572,0.513196,0.769387,,0.805165,,0.774857,,,0.427179
,,,,,0.563115,0.194013,0.58495,0.589862,0.45323,0.608888,0.431338,0.571878,,0.815963,,0.599847,,,0.355591
,,,,,0.711346,0.33654,0.436946,0.609204,0.546465,0.615541,0.38499,0.528719,,0.690183,,0.781381,,,0.443011
,,,,,0.649785,0.535974,0.699268,0.550605,0.456367,0.579931,0.680487,0.618719,,0.785735,,0.740412,,,0.472385
,,,,,0.604714,0.493098,0.58182,0.559034,0.500545,0.634367,0.682296,0.471388,,0.836624,,0.766694,,,0.502316
,,,,,0.719455,0.083415,0.713192,0.581478,0.624275,0.730161,0.539949,0.719769,,0.674632,,0.726435,,,0.593464
,,,,,0.627743,0.593058,0.528419,0.605122,0.372644,0.634245,0.753747,0.728331,,0.715653,,0.755048,,,0.612912
,,,,,0.654403,0.22639,0.720603,0.508563,0.710016,0.443213,0.484145,0.573151,,0.722361,,0.775919,,,0.416024
,,,,,0.772756,0.105525,0.560754,0.505916,0.5301,0.445992,0.586548,0.751805,,0.620859,,0.797922,,,0.588543
,,,,,0.761297,0.46989,0.68124,0.515329,0.641574,0.700697,0.461276,0.543459,,0.728032,,0.804491,,,0.417462
,,,,,0.48185,0.201616,0.553208,0.773957,0.376849,0.582422,0.533133,0.568616,,0.618357,,0.779182,,,0.642823
,,,,,0.535515,0.212816,0.527587,0.667121,0.487794,0.641097,0.55621,0.519408,,0.494868,,0.784898,,,0.560662
,,,,,0.509178,0.394598,0.789099,0.64421,0.564945,0.703916,0.48942,0.549575,,0.621969,,0.782721,,,0.422967
,,,,,0.746499,0.277431,0.455037,0.585957,0.651306,0.667006,0.437613,0.638948,,0.586087,,0.639108,,,0.559098
,,,,,0.493954,0.550332,0.561649,0.676822,0.581014,0.667695,0.760184,0.570207,,0.59891,,0.784164,,,0.658487
,,,,,0.856319,0.321064,0.502282,0.617058,0.630752,0.596831,0.352295,0.502661,,0.644725,,0.670754,,,0.565755
,,,,,0.692175,0.460518,0.394078,0.624903,0.524237,0.708496,0.340948,0.67439,,0.475996,,0.479488,,,0.254995
,,,,,0.541041,0.368031,0.63729,0.428359,0.322825,0.616944,0.643831,0.520521,,0.558794,,0.606473,,,0.500448
,,,,,0.554717,0.439313,0.62273,0.583183,0.446971,0.566213,0.500065,0.468956,,0.496089,,0.784164,,,0.547899
,,,,,0.52394,0.28812,0.450503,0.501869,0.485635,0.520429,0.485667,0.398388,,0.679663,,0.554629,,,0.584372
,,,,,0.69767,0.272038,0.538464,0.723103,0.561271,0.456774,0.751734,0.509199,,0.732286,,0.624222,,,0.45294
,,,,,0.686217,0.212389,0.478015,0.486432,0.578728,0.7733,0.564239,0.464592,,0.552692,,0.468539,,,0.362028
,,,,,0.633835,0.432786,0.666447,0.541418,0.580125,0.71369,0.541286,0.508629,,0.630751,,0.721612,,,0.333715
,,,,,0.624088,0.304313,0.565903,0.457912,0.556251,0.561194,0.471752,0.428853,,0.56794,,0.497276,,,0.569185
,,,,,0.665791,0.222026,0.574388,0.499913,0.494001,0.407439,0.416357,0.396525,,0.666265,,0.648847,,,0.382019
,,,,,0.594086,0.438045,0.596595,0.616986,0.500279,0.554319,0.36488,0.475886,,0.57404,,0.564015,,,0.582635
,,,,,0.596015,0.264523,0.457401,0.484063,0.410075,0.847561,0.478537,0.409143,,0.663791,,0.498705,,,0.419375
,,,,,0.486698,0.550483,0.379043,0.642676,0.344263,0.411112,0.535713,0.505266,,0.775585,,0.582066,,,0.419375
,,,,,0.474053,0.221173,0.461902,0.518362,0.455064,0.722424,0.460621,0.519186,,0.651896,,0.627741,,,0.394475
,,,,,0.461005,0.349662,0.75955,0.545261,0.440379,0.679535,0.636889,0.31189,,0.712208,,0.503929,,,0.394475
,,,,,0.651771,0.363237,0.425914,0.441552,0.418219,0.53426,0.41671,0.456058,,0.49041,,0.647559,,,0.417951
,,,,,0.631663,0.562151,0.587937,0.593872,0.515742,0.601702,0.399465,0.430631,,0.693088,,0.678994,,,0.435847
,,,,,0.640367,0.388184,0.719766,0.55574,0.37519,0.522529,0.399678,0.41698,,0.637851,,0.740659,,,0.482059
,,,,,0.664665,0.357195,0.538731,0.661225,0.507069,0.711547,0.456529,0.261786,,0.604285,,0.630695,,,0.482059
,,,,,0.63653,0.609892,0.594212,0.496826,0.485769,0.421181,0.538554,0.408704,,0.540641,,0.603073,,,0.574013
,,,,,0.67206,0.293142,0.553579,0.520051,0.569463,0.747489,0.475339,0.406898,,0.763856,,0.588684,,,0.366295
,,,,,0.6574,0.653678,0.463394,0.659338,0.518769,0.701729,0.310607,0.523272,,0.659069,,0.565279,,,0.506002
,,,,,0.752516,0.47228,0.469585,0.593314,0.346856,0.66708,0.496037,0.449751,,0.550159,,0.490739,,,0.609399
,,,,,0.760674,0.451418,0.538912,0.521304,0.560539,0.617562,0.383336,0.497594,,0.422748,,0.475979,,,0.470744
,,,,,0.756306,0.796269,0.481243,0.575046,0.621458,0.637719,0.499006,0.529522,,0.688543,,0.676047,,,0.524919
,,,,,0.609797,0.307005,0.52789,0.414572,0.601817,0.511378,0.398092,0.528029,,0.710184,,0.543055,,,0.524919
,,,,,0.820423,0.268012,0.497985,0.652583,0.610664,0.563091,0.473025,0.561366,,0.799087,,0.519248,,,0.515053
,,,,,0.854167,0.325803,0.533051,0.60297,0.627436,0.560138,0.349445,0.574991,,0.427001,,0.711075,,,0.515053
,,,,,0.83378,0.628161,0.423278,0.628783,0.589397,0.62923,0.493158,0.57995,,0.727658,,0.455692,,,0.511219
,,,,,0.702747,0.288564,0.548994,0.609506,0.506714,0.60219,0.085269,0.555956,,0.766547,,0.573632,,,0.362198
,,,,,0.62649,0.658816,0.497016,0.637737,0.558654,0.640181,0.234569,0.467061,,0.415231,,0.633133,,,0.528912
,,,,,0.645102,0.500335,0.633523,0.693582,0.353821,0.665903,0.310191,0.543094,,0.729166,,0.501969,,,0.596674
,,,,,0.492296,0.664808,0.442201,0.587862,0.399026,0.707127,0.605275,0.652987,,0.646072,,0.364626,,,0.339648
,,,,,0.721938,0.58059,0.626964,0.549794,0.672213,0.684602,0.37121,0.404559,,0.696844,,0.551616,,,0.406654
,,,,,0.760079,0.551286,0.415627,0.510882,0.480046,0.55165,0.305239,0.315447,,0.489218,,0.773032,,,0.555695
,,,,,0.799121,0.621754,0.710433,0.647716,0.620913,0.745155,0.186261,0.584822,,0.779797,,0.422583,,,0.388196
,,,,,0.812447,0.454858,0.51926,0.452843,0.583204,0.785747,0.225483,0.210448,,0.828077,,0.594049,,,0.295537
,,,,,0.751691,0.496607,0.552701,0.659495,0.384359,0.449148,0.615942,0.462849,,0.509948,,0.424998,,,0.48603
,,,,,0.567887,0.649357,0.563728,0.508563,0.367102,0.638315,0.394982,0.509714,,0.733535,,0.595599,,,0.36353
,,,,,0.691141,0.60575,0.638376,0.661225,0.5839,0.525968,0.332931,0.572058,,0.717396,,0.545635,,,0.48616
,,,,,0.590304,0.356792,0.352254,0.642676,0.568355,0.757938,0.404351,0.414057,,0.567496,,0.494824,,,0.553529
,,,,,0.570402,0.348802,0.54321,0.521304,0.488766,0.637607,0.388751,0.666148,,0.596534,,0.487846,,,0.484005
,,,,,0.527397,0.445485,0.408388,0.659338,0.626021,0.604017,0.470226,0.597887,,0.6672,,0.743673,,,0.355897
,,,,,0.731753,0.392518,0.407014,0.593872,0.558933,0.410859,0.411459,0.457816,,0.778183,,0.711646,,,0.337707
,,,,,0.680029,0.291056,0.628437,0.520051,0.471251,0.589378,0.477915,0.441857,,0.74043,,0.424066,,,0.567259
,,,,,0.66792,0.275196,0.477686,0.414572,0.570837,0.600059,0.523248,0.591595,,0.831142,,0.491613,,,0.35448
,,,,,0.4945,0.553607,0.498593,0.501869,0.418106,0.801912,0.383962,0.429421,,0.785065,,0.453874,,,0.35448
